data-cut-off-date,web-posting-date,aefi,pfizer-events,pfizer-bivalent-reports,moderna-events,moderna-bivalent-BA1-reports,moderna-bivalent-BA45-reports,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,pfizer-bivalent-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA45-rate,cov-azc-rate,janssen-rate,Novavax-rate,total-rate
2022-04-15,2022-04-29,Myocarditis/Pericarditis,1302,,698,,,35,1,,8,2044,2.34,,3.02,,,1.24,N/A,,2.50
2022-04-15,2022-04-29,Chills,945,,617,,,418,5,,7,1991,1.70,,2.67,,,14.86,N/A,,2.44
2022-04-15,2022-04-29,Diarrhea,1144,,558,,,237,4,,31,1973,2.05,,2.42,,,8.43,N/A,,2.42
2022-04-15,2022-04-29,Rash generalized (non-allergic),1158,,634,,,146,7,,0,1945,2.08,,2.75,,,5.19,N/A,,2.38
2022-04-15,2022-04-29,Pain in extremity,1135,,421,,,299,3,,29,1886,2.04,,1.82,,,10.63,N/A,,2.31
2022-04-15,2022-04-29,Vaccination site warmth,360,,1313,,,146,0,,1,1820,0.65,,5.69,,,5.19,N/A,,2.23
2022-04-15,2022-04-29,Myalgia (muscle pain),847,,484,,,272,3,,10,1615,1.52,,2.10,,,9.67,N/A,,1.98
2022-04-15,2022-04-29,Asthenia (weakness),903,,419,,,170,3,,30,1524,1.62,,1.81,,,6.04,N/A,,1.87
2022-04-15,2022-04-29,Throat tightness,989,,317,,,61,6,,0,1373,1.78,,1.37,,,2.17,N/A,,1.68
2022-04-15,2022-04-29,Vaccination site pruritus (itching),319,,952,,,76,0,,2,1349,0.57,,4.12,,,2.70,N/A,,1.65
2022-04-15,2022-04-29,Tachycardia (fast heartbeat),776,,334,,,79,2,,2,1193,1.39,,1.45,,,2.81,N/A,,1.46
2022-04-15,2022-04-29,Cough,727,,326,,,67,2,,19,1141,1.30,,1.41,,,2.38,N/A,,1.40
2022-04-15,2022-04-29,Dysphagia (difficulty swallowing),784,,271,,,62,2,,1,1120,1.41,,1.17,,,2.20,N/A,,1.37
2022-04-15,2022-04-29,Malaise (discomfort),653,,290,,,130,2,,39,1113,1.17,,1.26,,,4.62,N/A,,1.36
2022-04-15,2022-04-29,Swelling face,731,,264,,,64,0,,5,1064,1.31,,1.14,,,2.28,N/A,,1.30
2022-04-15,2022-04-29,Abdominal pain,652,,246,,,130,5,,26,1056,1.17,,1.07,,,4.62,N/A,,1.29
2022-04-15,2022-04-29,Vaccination site rash,285,,630,,,51,1,,1,968,0.51,,2.73,,,1.81,N/A,,1.19
2022-04-15,2022-04-29,Feeling hot,593,,271,,,91,1,,7,963,1.06,,1.17,,,3.24,N/A,,1.18
2022-04-15,2022-04-29,Peripheral swelling,556,,253,,,131,0,,21,961,1.00,,1.10,,,4.66,N/A,,1.18
2022-04-15,2022-04-29,Vaccination site cellulitis,104,,684,,,94,0,,0,882,0.19,,2.96,,,3.34,N/A,,1.08
2022-04-15,2022-04-29,Bell's palsy/facial paralysis,599,,221,,,55,1,,1,877,1.08,,0.96,,,1.96,N/A,,1.07
2022-04-15,2022-04-29,Vaccination site reaction,206,,614,,,53,0,,2,875,0.37,,2.66,,,1.88,N/A,,1.07
2022-04-15,2022-04-29,Hyperhidrosis (excessive sweating),528,,255,,,81,1,,11,875,0.95,,1.10,,,2.88,N/A,,1.07
2022-04-15,2022-04-29,Burning sensation,561,,220,,,73,1,,1,856,1.01,,0.95,,,2.60,N/A,,1.05
2022-04-15,2022-04-29,Hypersensitivity,512,,275,,,56,0,,8,851,0.92,,1.19,,,1.99,N/A,,1.04
2022-04-15,2022-04-29,Anaphylaxis,610,,186,,,29,3,,1,829,1.09,,0.81,,,1.03,N/A,,1.01
2022-04-15,2022-04-29,Lip swelling,533,,186,,,52,2,,1,774,0.96,,0.81,,,1.85,N/A,,0.95
2022-04-15,2022-04-29,Swollen tongue,528,,198,,,45,2,,1,774,0.95,,0.86,,,1.60,N/A,,0.95
2022-04-29,2022-05-13,Paraesthesia (tingling or prickling),4292,,1651,,,660,12,,18,6632,7.61,,7.05,,,23.47,58.47,,8.02
2022-04-29,2022-05-13,Vaccination site pain,2472,,2819,,,504,3,,17,5814,4.38,,12.05,,,17.92,N/A,,7.03
2022-04-29,2022-05-13,Pruritus,2870,,1333,,,968,8,,45,5222,5.09,,5.70,,,34.42,N/A,,6.32
2022-04-29,2022-05-13,Dyspnoea (laboured breathing),3029,,1603,,,316,12,,17,4976,5.37,,6.85,,,11.24,58.47,,6.02
2022-04-29,2022-05-13,Headache,3171,,1367,,,365,5,,31,4938,5.62,,5.84,,,12.98,N/A,,5.97
2022-04-29,2022-05-13,Urticaria (hives),2695,,1291,,,549,6,,65,4605,4.78,,5.52,,,19.52,N/A,,5.57
2022-04-29,2022-05-13,Chest pain,2864,,1250,,,181,4,,12,4310,5.08,,5.34,,,6.44,N/A,,5.21
2022-04-29,2022-05-13,Fatigue,2543,,1382,,,262,6,,10,4203,4.51,,5.91,,,9.32,N/A,,5.08
2022-04-29,2022-05-13,Hypoaesthesia (numbness),1794,,1195,,,614,4,,34,3639,3.18,,5.11,,,21.83,N/A,,4.40
2022-04-29,2022-05-13,Fever ≥ 38°C,2328,,841,,,413,4,,20,3606,4.13,,3.59,,,14.68,N/A,,4.36
2022-04-29,2022-05-13,Vaccination site erythema (redness),2264,,921,,,311,6,,26,3527,4.01,,3.94,,,11.06,N/A,,4.27
2022-04-29,2022-05-13,Nausea,2041,,1043,,,380,9,,34,3505,3.62,,4.46,,,13.51,N/A,,4.24
2022-04-29,2022-05-13,Dizziness,744,,2224,,,232,2,,5,3207,1.32,,9.50,,,8.25,N/A,,3.88
2022-04-29,2022-05-13,Vaccination site swelling,798,,1868,,,222,3,,4,2895,1.41,,7.98,,,7.89,N/A,,3.50
2022-04-29,2022-05-13,Chest discomfort,1878,,801,,,154,3,,6,2842,3.33,,3.42,,,5.48,N/A,,3.44
2022-04-29,2022-05-13,Erythema (redness),1608,,914,,,229,4,,11,2766,2.85,,3.91,,,8.14,N/A,,3.35
2022-04-29,2022-05-13,Arthralgia (joint pain),1503,,715,,,331,2,,51,2602,2.66,,3.06,,,11.77,N/A,,3.15
2022-04-29,2022-05-13,Pain,1604,,621,,,285,1,,41,2552,2.84,,2.65,,,10.13,N/A,,3.09
2022-04-29,2022-05-13,Adenopathy/lymphadenopathy (swollen lymph nodes),1414,,703,,,91,0,,3,2211,2.51,,3.00,,,3.24,N/A,,2.67
2022-04-29,2022-05-13,Rash generalized (non-allergic),1265,,675,,,177,3,,20,2139,2.24,,2.88,,,6.29,N/A,,2.59
2022-04-29,2022-05-13,Vomiting,1227,,646,,,239,4,,23,2137,2.18,,2.76,,,8.50,N/A,,2.58
2022-04-29,2022-05-13,Rash,1470,,564,,,74,0,,5,2113,2.61,,2.41,,,2.63,N/A,,2.56
2022-04-29,2022-05-13,Palpitations,954,,626,,,420,5,,7,2011,1.69,,2.67,,,14.93,N/A,,2.43
2022-04-29,2022-05-13,Vaccination site warmth,1154,,565,,,239,4,,31,1992,2.05,,2.41,,,8.50,N/A,,2.41
2022-04-29,2022-05-13,Diarrhea,1179,,648,,,146,7,,0,1980,2.09,,2.77,,,5.19,N/A,,2.39
2022-04-29,2022-05-13,Chills,1147,,428,,,300,3,,31,1908,2.03,,1.83,,,10.67,N/A,,2.31
2022-04-29,2022-05-13,Pain in extremity,862,,489,,,274,3,,10,1637,1.53,,2.09,,,9.74,N/A,,1.98
2022-04-29,2022-05-13,Throat tightness,1111,,362,,,58,4,,1,1536,1.97,,1.55,,,2.06,N/A,,1.86
2022-04-29,2022-05-13,Myalgia (muscle pain),910,,422,,,170,4,,30,1534,1.61,,1.80,,,6.04,N/A,,1.86
2022-04-29,2022-05-13,Vaccination site pruritus (itching),996,,318,,,61,6,,0,1381,1.77,,1.36,,,2.17,N/A,,1.67
2022-04-29,2022-05-13,Asthenia (weakness),324,,959,,,77,0,,2,1362,0.57,,4.10,,,2.74,N/A,,1.65
2022-04-29,2022-05-13,Tachycardia (fast heartbeat),791,,335,,,80,2,,2,1210,1.40,,1.43,,,2.84,N/A,,1.46
2022-04-29,2022-05-13,Dysphagia (difficulty swallowing),741,,327,,,67,2,,20,1157,1.31,,1.40,,,2.38,N/A,,1.40
2022-04-29,2022-05-13,Cough,662,,294,,,130,2,,39,1126,1.17,,1.26,,,4.62,N/A,,1.36
2022-04-29,2022-05-13,Swelling face,787,,271,,,62,2,,1,1123,1.40,,1.16,,,2.20,N/A,,1.36
2022-04-29,2022-05-13,Vaccination site rash,663,,253,,,130,5,,28,1076,1.18,,1.08,,,4.62,N/A,,1.30
2022-04-29,2022-05-13,Vaccination site cellulitis,738,,264,,,64,0,,5,1071,1.31,,1.13,,,2.28,N/A,,1.30
2022-04-29,2022-05-13,Myocarditis/Pericarditis,635,,405,,,17,0,,2,1059,1.13,,1.73,,,0.60,N/A,,1.28
2022-04-29,2022-05-13,Feeling hot,561,,261,,,136,0,,22,980,0.99,,1.12,,,4.84,N/A,,1.19
2022-04-29,2022-05-13,Vaccination site reaction,290,,634,,,52,1,,1,978,0.51,,2.71,,,1.85,N/A,,1.18
2022-04-29,2022-05-13,Abdominal pain,596,,276,,,92,1,,7,972,1.06,,1.18,,,3.27,N/A,,1.18
2022-04-29,2022-05-13,Malaise (discomfort),623,,228,,,59,2,,1,911,1.10,,0.97,,,2.10,N/A,,1.10
2022-04-29,2022-05-13,Peripheral swelling,105,,695,,,95,0,,0,895,0.19,,2.97,,,3.38,N/A,,1.08
2022-04-29,2022-05-13,Hyperhidrosis (excessive sweating),534,,257,,,81,1,,11,883,0.95,,1.10,,,2.88,N/A,,1.07
2022-04-29,2022-05-13,Hypersensitivity,206,,615,,,53,0,,2,876,0.37,,2.63,,,1.88,N/A,,1.06
2022-04-29,2022-05-13,Burning sensation,525,,282,,,56,0,,8,871,0.93,,1.20,,,1.99,N/A,,1.05
2022-04-29,2022-05-13,Anaphylaxis,619,,186,,,29,3,,1,838,1.10,,0.79,,,1.03,N/A,,1.01
2022-04-29,2022-05-13,Lip swelling,532,,202,,,46,2,,1,783,0.94,,0.86,,,1.64,N/A,,0.95
2022-04-29,2022-05-13,Swollen tongue,537,,189,,,52,2,,1,781,0.95,,0.81,,,1.85,N/A,,0.94
2022-04-29,2022-05-13,Dermatitis allergic,439,,243,,,54,0,,0,736,0.78,,1.04,,,1.92,N/A,,0.89
2022-05-13,2022-05-30,Paraesthesia (tingling or prickling),4377,,1688,,,683,16,,18,6781,7.68,,7.12,,,24.28,76.37,,8.11
2022-05-13,2022-05-30,Vaccination site pain,2535,,2911,,,512,4,,17,5978,4.45,,12.28,,,18.20,N/A,,7.15
2022-05-13,2022-05-30,Headache,2945,,1373,,,988,8,,45,5358,5.17,,5.79,,,35.12,N/A,,6.41
2022-05-13,2022-05-30,Pruritus (itching),3105,,1651,,,327,13,,16,5111,5.45,,6.96,,,11.63,62.05,,6.11
2022-05-13,2022-05-30,Dyspnoea (laboured breathing),3235,,1400,,,374,4,,30,5043,5.67,,5.91,,,13.30,N/A,,6.03
2022-05-13,2022-05-30,Fatigue,2756,,1337,,,559,6,,66,4723,4.83,,5.64,,,19.87,N/A,,5.65
2022-05-13,2022-05-30,Chest pain,2920,,1268,,,183,7,,12,4389,5.12,,5.35,,,6.51,N/A,,5.25
2022-05-13,2022-05-30,Urticaria (hives),2607,,1419,,,272,6,,10,4314,4.57,,5.99,,,9.67,N/A,,5.16
2022-05-13,2022-05-30,Fever ≥ 38°C,1840,,1226,,,634,4,,35,3738,3.23,,5.17,,,22.54,N/A,,4.47
2022-05-13,2022-05-30,Hypoaesthesia (numbness),2383,,875,,,425,6,,20,3709,4.18,,3.69,,,15.11,N/A,,4.44
2022-05-13,2022-05-30,Dizziness,2317,,942,,,320,6,,26,3610,4.06,,3.97,,,11.38,N/A,,4.32
2022-05-13,2022-05-30,Nausea,2087,,1068,,,386,8,,33,3581,3.66,,4.50,,,13.72,N/A,,4.28
2022-05-13,2022-05-30,Vaccination site erythema (redness),771,,2311,,,237,2,,5,3326,1.35,,9.75,,,8.43,N/A,,3.98
2022-05-13,2022-05-30,Vaccination site swelling,819,,1926,,,227,3,,4,2979,1.44,,8.12,,,8.07,N/A,,3.56
2022-05-13,2022-05-30,Chest discomfort,1908,,821,,,157,3,,6,2895,3.35,,3.46,,,5.58,N/A,,3.46
2022-05-13,2022-05-30,Erythema (redness),1638,,936,,,232,6,,11,2823,2.87,,3.95,,,8.25,N/A,,3.38
2022-05-13,2022-05-30,Pain,1536,,739,,,342,2,,49,2668,2.69,,3.12,,,12.16,N/A,,3.19
2022-05-13,2022-05-30,Arthralgia (joint pain),1522,,616,,,270,1,,40,2449,2.67,,2.60,,,9.60,N/A,,2.93
2022-05-13,2022-05-30,Adenopathy/lymphadenopathy (swollen lymph nodes),1456,,721,,,93,0,,3,2273,2.55,,3.04,,,3.31,N/A,,2.72
2022-05-13,2022-05-30,Rash,1296,,685,,,185,3,,21,2189,2.27,,2.89,,,6.58,N/A,,2.62
2022-05-13,2022-05-30,Vomiting,1255,,662,,,242,4,,23,2184,2.20,,2.79,,,8.60,N/A,,2.61
2022-05-13,2022-05-30,Palpitations,1507,,575,,,78,0,,5,2165,2.64,,2.43,,,2.77,N/A,,2.59
2022-05-13,2022-05-30,Chills,977,,642,,,435,6,,7,2066,1.71,,2.71,,,15.46,N/A,,2.47
2022-05-13,2022-05-30,Rash generalized (non-allergic),1231,,672,,,151,8,,0,2062,2.16,,2.83,,,5.37,N/A,,2.47
2022-05-13,2022-05-30,Diarrhea,1178,,580,,,245,3,,30,2036,2.07,,2.45,,,8.71,N/A,,2.44
2022-05-13,2022-05-30,Pain in extremity,1168,,436,,,310,3,,31,1947,2.05,,1.84,,,11.02,N/A,,2.33
2022-05-13,2022-05-30,Vaccination site warmth,370,,1369,,,149,0,,1,1889,0.65,,5.77,,,5.30,N/A,,2.26
2022-05-13,2022-05-30,Myalgia (muscle pain),890,,500,,,275,3,,10,1677,1.56,,2.11,,,9.78,N/A,,2.01
2022-05-13,2022-05-30,Asthenia (weakness),942,,434,,,172,5,,30,1582,1.65,,1.83,,,6.11,N/A,,1.89
2022-05-13,2022-05-30,Vaccination site pruritus (itching),336,,1002,,,80,0,,2,1420,0.59,,4.23,,,2.84,N/A,,1.70
2022-05-13,2022-05-30,Throat tightness,1015,,326,,,63,6,,0,1410,1.78,,1.38,,,2.24,N/A,,1.69
2022-05-13,2022-05-30,Tachycardia (fast heartbeat),807,,347,,,82,2,,2,1240,1.42,,1.46,,,2.92,N/A,,1.48
2022-05-13,2022-05-30,Cough,754,,330,,,69,2,,20,1175,1.32,,1.39,,,2.45,N/A,,1.41
2022-05-13,2022-05-30,Malaise (discomfort),674,,304,,,134,1,,39,1152,1.18,,1.28,,,4.76,N/A,,1.38
2022-05-13,2022-05-30,Dysphagia (difficulty swallowing),798,,274,,,63,2,,2,1139,1.40,,1.16,,,2.24,N/A,,1.36
2022-05-13,2022-05-30,Abdominal pain,682,,259,,,132,5,,28,1104,1.20,,1.09,,,4.69,N/A,,1.32
2022-05-13,2022-05-30,Swelling face,750,,272,,,66,0,,5,1093,1.32,,1.15,,,2.35,N/A,,1.31
2022-05-13,2022-05-30,Myocarditis/Pericarditis,639,,405,,,15,0,,2,1061,1.12,,1.71,,,0.53,N/A,,1.27
2022-05-13,2022-05-30,Vaccination site rash,296,,653,,,53,1,,1,1004,0.52,,2.75,,,1.88,N/A,,1.20
2022-05-13,2022-05-30,Peripheral swelling,572,,267,,,140,0,,22,1001,1.00,,1.13,,,4.98,N/A,,1.20
2022-05-13,2022-05-30,Feeling hot,604,,288,,,97,1,,7,997,1.06,,1.21,,,3.45,N/A,,1.19
2022-05-13,2022-05-30,Vaccination site cellulitis,106,,705,,,94,0,,0,905,0.19,,2.97,,,3.34,N/A,,1.08
2022-05-13,2022-05-30,Hyperhidrosis (excessive sweating),545,,264,,,81,2,,11,902,0.96,,1.11,,,2.88,N/A,,1.08
2022-05-13,2022-05-30,Burning sensation,580,,228,,,74,1,,2,885,1.02,,0.96,,,2.63,N/A,,1.06
2022-05-13,2022-05-30,Hypersensitivity,534,,286,,,56,0,,8,884,0.94,,1.21,,,1.99,N/A,,1.06
2022-05-13,2022-05-30,Vaccination site reaction,207,,613,,,54,0,,2,876,0.36,,2.59,,,1.92,N/A,,1.05
2022-05-13,2022-05-30,Anaphylaxis,620,,187,,,29,3,,1,840,1.09,,0.79,,,1.03,N/A,,1.00
2022-05-13,2022-05-30,Lip swelling,554,,194,,,54,2,,1,805,0.97,,0.82,,,1.92,N/A,,0.96
2022-05-13,2022-05-30,Swollen tongue,538,,206,,,46,2,,1,793,0.94,,0.87,,,1.64,N/A,,0.95
2022-05-13,2022-05-30,Dermatitis allergic,452,,250,,,55,0,,0,757,0.79,,1.05,,,1.96,N/A,,0.91
2022-05-27,2022-06-24,Paraesthesia (tingling or prickling),4413,,1715,,,686,16,1,18,6849,7.68,,7.16,,,24.39,74.79,,8.12
2022-05-27,2022-06-24,Vaccination site pain,2560,,2935,,,513,4,0,17,6029,4.45,,12.25,,,18.24,N/A,,7.15
2022-05-27,2022-06-24,Headache,2981,,1385,,,993,8,0,46,5413,5.19,,5.78,,,35.30,N/A,,6.42
2022-05-27,2022-06-24,Pruritus,3140,,1660,,,329,13,0,16,5158,5.46,,6.93,,,11.70,60.76,,6.12
2022-05-27,2022-06-24,Dyspnoea (laboured breathing),3277,,1417,,,376,4,1,32,5107,5.70,,5.91,,,13.37,N/A,,6.05
2022-05-27,2022-06-24,Fatigue,2792,,1355,,,561,6,0,69,4783,4.86,,5.65,,,19.94,N/A,,5.67
2022-05-27,2022-06-24,Chest pain,2955,,1283,,,185,7,1,13,4444,5.14,,5.35,,,6.58,N/A,,5.27
2022-05-27,2022-06-24,Urticaria (hives),2628,,1428,,,273,6,1,10,4346,4.57,,5.96,,,9.70,N/A,,5.15
2022-05-27,2022-06-24,Fever ≥ 38°C,1862,,1237,,,637,4,0,35,3775,3.24,,5.16,,,22.64,N/A,,4.48
2022-05-27,2022-06-24,Hypoaesthesia (numbness),2411,,881,,,429,6,0,20,3747,4.19,,3.68,,,15.25,N/A,,4.44
2022-05-27,2022-06-24,Dizziness,2335,,953,,,320,6,0,26,3640,4.06,,3.98,,,11.38,N/A,,4.32
2022-05-27,2022-06-24,Nausea,2104,,1079,,,388,8,1,35,3615,3.66,,4.50,,,13.79,N/A,,4.29
2022-05-27,2022-06-24,Vaccination site erythema (redness),779,,2326,,,238,2,0,5,3350,1.36,,9.71,,,8.46,N/A,,3.97
2022-05-27,2022-06-24,Vaccination site swelling,829,,1934,,,227,3,0,4,2997,1.44,,8.07,,,8.07,N/A,,3.55
2022-05-27,2022-06-24,Chest discomfort,1924,,836,,,158,3,0,6,2927,3.35,,3.49,,,5.62,N/A,,3.47
2022-05-27,2022-06-24,Erythema (redness),1668,,950,,,235,6,1,11,2871,2.90,,3.96,,,8.35,N/A,,3.40
2022-05-27,2022-06-24,Pain,1559,,752,,,343,2,0,54,2710,2.71,,3.14,,,12.19,N/A,,3.21
2022-05-27,2022-06-24,Arthralgia (joint pain),1540,,626,,,271,1,0,42,2480,2.68,,2.61,,,9.63,N/A,,2.94
2022-05-27,2022-06-24,Adenopathy/lymphadenopathy (swollen lymph nodes),1469,,729,,,93,0,0,3,2294,2.56,,3.04,,,3.31,N/A,,2.72
2022-05-27,2022-06-24,Rash,1316,,692,,,185,3,0,21,2217,2.29,,2.89,,,6.58,N/A,,2.63
2022-05-27,2022-06-24,Vomiting,1270,,668,,,245,4,0,24,2211,2.21,,2.79,,,8.71,N/A,,2.62
2022-05-27,2022-06-24,Palpitations,1535,,582,,,78,0,0,5,2200,2.67,,2.43,,,2.77,N/A,,2.61
2022-05-27,2022-06-24,Rash generalized (non-allergic),1250,,676,,,151,8,0,0,2085,2.17,,2.82,,,5.37,N/A,,2.47
2022-05-27,2022-06-24,Chills,983,,649,,,436,6,0,7,2081,1.71,,2.71,,,15.50,N/A,,2.47
2022-05-27,2022-06-24,Diarrhea,1190,,586,,,246,3,0,31,2056,2.07,,2.45,,,8.74,N/A,,2.44
2022-05-27,2022-06-24,Pain in extremity,1181,,442,,,312,3,0,31,1969,2.05,,1.84,,,11.09,N/A,,2.33
2022-05-27,2022-06-24,Vaccination site warmth,373,,1374,,,149,0,0,1,1897,0.65,,5.73,,,5.30,N/A,,2.25
2022-05-27,2022-06-24,Myalgia (muscle pain),899,,507,,,275,3,0,10,1694,1.56,,2.12,,,9.78,N/A,,2.01
2022-05-27,2022-06-24,Asthenia (weakness),952,,441,,,174,5,0,31,1603,1.66,,1.84,,,6.19,N/A,,1.90
2022-05-27,2022-06-24,Vaccination site pruritus (itching),341,,1012,,,80,0,0,2,1435,0.59,,4.22,,,2.84,N/A,,1.70
2022-05-27,2022-06-24,Throat tightness,1018,,330,,,63,6,1,0,1418,1.77,,1.38,,,2.24,N/A,,1.68
2022-05-27,2022-06-24,Tachycardia (fast heartbeat),818,,355,,,82,2,0,2,1259,1.42,,1.48,,,2.91,N/A,,1.49
2022-05-27,2022-06-24,Malaise (discomfort),682,,307,,,135,1,0,40,1165,1.19,,1.28,,,4.80,N/A,,1.38
2022-05-27,2022-06-24,Dysphagia (difficulty swallowing),805,,275,,,63,2,1,2,1148,1.40,,1.15,,,2.24,N/A,,1.36
2022-05-27,2022-06-24,Abdominal pain,686,,260,,,132,5,0,29,1112,1.19,,1.08,,,4.69,N/A,,1.32
2022-05-27,2022-06-24,Swelling face,756,,275,,,66,0,0,5,1102,1.32,,1.15,,,2.35,N/A,,1.31
2022-05-27,2022-06-24,Myocarditis/Pericarditis,643,,407,,,15,0,0,2,1067,1.12,,1.70,,,0.53,N/A,,1.27
2022-05-27,2022-06-24,Vaccination site rash,301,,660,,,53,1,0,1,1016,0.52,,2.75,,,1.88,N/A,,1.20
2022-05-27,2022-06-24,Peripheral swelling,575,,269,,,141,0,0,23,1008,1.00,,1.12,,,5.01,N/A,,1.20
2022-05-27,2022-06-24,Feeling hot,608,,291,,,97,1,0,7,1004,1.06,,1.21,,,3.45,N/A,,1.19
2022-05-27,2022-06-24,Hyperhidrosis,550,,268,,,82,2,0,11,913,0.96,,1.12,,,2.91,N/A,,1.08
2022-05-27,2022-06-24,Vaccination site cellulitis,108,,708,,,93,0,0,0,909,0.19,,2.95,,,3.31,N/A,,1.08
2022-05-27,2022-06-24,Burning sensation,585,,231,,,78,1,0,2,897,1.02,,0.96,,,2.77,N/A,,1.06
2022-05-27,2022-06-24,Hypersensitivity,536,,294,,,56,0,0,8,894,0.93,,1.23,,,1.99,N/A,,1.06
2022-05-27,2022-06-24,Vaccination site reaction,207,,614,,,54,0,0,2,877,0.36,,2.56,,,1.92,N/A,,1.04
2022-05-27,2022-06-24,Anaphylaxis,622,,187,,,29,3,1,1,843,1.08,,0.78,,,1.03,N/A,,1.00
2022-05-27,2022-06-24,Oropharyngeal pain (throat pain),523,,243,,,51,3,0,13,833,0.91,,1.01,,,1.81,N/A,,0.99
2022-05-27,2022-06-24,Lip swelling,557,,195,,,54,2,0,1,809,0.97,,0.81,,,1.92,N/A,,0.96
2022-05-27,2022-06-24,Swollen tongue,545,,207,,,46,2,0,1,801,0.95,,0.86,,,1.64,N/A,,0.95
2022-05-27,2022-06-24,Dermatitis allergic,459,,252,,,55,0,0,0,766,0.80,,1.05,,,1.96,N/A,,0.91
2022-06-24,2022-07-08,Paraesthesia (tingling or prickling),4561,,1770,,,694,18,3,18,7064,7.85,,7.29,,,24.68,81.74,,8.28
2022-06-24,2022-07-08,Vaccination site pain,2642,,3025,,,518,4,0,18,6207,4.55,,12.45,,,18.42,N/A,,7.28
2022-06-24,2022-07-08,Headache,3099,,1471,,,1023,8,2,48,5651,5.33,,6.06,,,36.37,36.33,,6.62
2022-06-24,2022-07-08,Dyspnoea (laboured breathing),3430,,1481,,,390,5,3,32,5341,5.90,,6.10,,,13.87,N/A,,6.26
2022-06-24,2022-07-08,Pruritus (itching),3250,,1718,,,335,13,6,16,5338,5.59,,7.07,,,11.91,N/A,,6.26
2022-06-24,2022-07-08,Fatigue,2923,,1432,,,586,6,1,71,5019,5.03,,5.89,,,20.84,N/A,,5.88
2022-06-24,2022-07-08,Chest pain,3075,,1339,,,191,9,1,13,4628,5.29,,5.51,,,6.79,N/A,,5.43
2022-06-24,2022-07-08,Urticaria (hives),2713,,1468,,,277,7,2,10,4477,4.67,,6.04,,,9.85,N/A,,5.25
2022-06-24,2022-07-08,Hypoaesthesia (numbness),2532,,909,,,445,6,1,20,3913,4.36,,3.74,,,15.82,N/A,,4.59
2022-06-24,2022-07-08,Fever GE 38°C,1904,,1283,,,652,5,0,35,3879,3.28,,5.28,,,23.18,N/A,,4.55
2022-06-24,2022-07-08,Dizziness,2427,,1008,,,331,7,1,28,3802,4.18,,4.15,,,11.77,N/A,,4.46
2022-06-24,2022-07-08,Nausea,2181,,1131,,,398,9,2,35,3756,3.75,,4.66,,,14.15,N/A,,4.40
2022-06-24,2022-07-08,Vaccination site erythema (redness),805,,2400,,,241,3,0,7,3456,1.39,,9.88,,,8.57,N/A,,4.05
2022-06-24,2022-07-08,Vaccination site swelling,867,,1996,,,229,4,0,4,3100,1.49,,8.22,,,8.14,N/A,,3.63
2022-06-24,2022-07-08,Chest discomfort,2000,,865,,,163,3,1,7,3039,3.44,,3.56,,,5.80,N/A,,3.56
2022-06-24,2022-07-08,Erythema (redness),1734,,986,,,236,6,3,11,2976,2.98,,4.06,,,8.39,N/A,,3.49
2022-06-24,2022-07-08,Pain,1602,,777,,,349,3,1,57,2789,2.76,,3.20,,,12.41,N/A,,3.27
2022-06-24,2022-07-08,Arthralgia,1597,,667,,,286,2,0,43,2595,2.75,,2.75,,,10.17,N/A,,3.04
2022-06-24,2022-07-08,Adenopathy/lymphadenopathy (swollen lymph nodes),1538,,762,,,94,0,1,3,2398,2.65,,3.14,,,3.34,N/A,,2.81
2022-06-24,2022-07-08,Palpitations,1634,,621,,,83,1,0,5,2344,2.81,,2.56,,,2.95,N/A,,2.75
2022-06-24,2022-07-08,Vomiting,1311,,702,,,254,4,0,24,2295,2.26,,2.89,,,9.03,N/A,,2.69
2022-06-24,2022-07-08,Rash,1360,,715,,,191,3,2,22,2293,2.34,,2.94,,,6.79,N/A,,2.69
2022-06-24,2022-07-08,Rash generalized (non-allergic),1313,,706,,,152,8,2,0,2181,2.26,,2.91,,,5.40,N/A,,2.56
2022-06-24,2022-07-08,Diarrhea,1252,,622,,,253,3,0,31,2161,2.15,,2.56,,,9.00,N/A,,2.53
2022-06-24,2022-07-08,Chills,1006,,677,,,442,7,1,8,2141,1.73,,2.79,,,15.72,N/A,,2.51
2022-06-24,2022-07-08,Pain in extremity,1211,,456,,,315,3,0,34,2019,2.08,,1.88,,,11.20,N/A,,2.37
2022-06-24,2022-07-08,Vaccination site warmth,386,,1413,,,151,0,0,1,1951,0.66,,5.82,,,5.37,N/A,,2.29
2022-06-24,2022-07-08,Myalgia (muscle pain),943,,543,,,285,3,0,10,1784,1.62,,2.24,,,10.13,N/A,,2.09
2022-06-24,2022-07-08,Asthenia (weakness),998,,466,,,179,5,0,33,1681,1.72,,1.92,,,6.36,N/A,,1.97
2022-06-24,2022-07-08,Vaccination site pruritus (itching),346,,1038,,,81,0,0,2,1467,0.60,,4.27,,,2.88,N/A,,1.72
2022-06-24,2022-07-08,Throat tightness,1051,,340,,,63,7,2,0,1463,1.81,,1.40,,,2.24,N/A,,1.72
2022-06-24,2022-07-08,Tachycardia (fast heartbeat),853,,375,,,82,3,1,2,1316,1.47,,1.54,,,2.92,N/A,,1.54
