data-cut-off-date,web-posting-date,vaccine-name,non-serious-all,serious-all,total-all,non-serious-rate-all,serious-rate-all,total-rate-all,doses-admin-all,non-serious-18plus,serious-18plus,total-18plus,non-serious-rate-18plus,serious-rate-18plus,total-rate-18plus,doses-admin-18plus,non-serious-12to17,serious-12to17,total-12to17,non-serious-rate-12to17,serious-rate-12to17,total-rate-12to17,doses-admin-12to17,non-serious-5to11,serious-5to11,total-5to11,non-serious-rate-5to11,serious-rate-5to11,total-rate-5to11,doses-admin-5to11,non-serious-0to4,serious-0to4,total-0to4,non-serious-rate-0to4,serious-rate-0to4,total-rate-0to4,doses-admin-0to4
2021-12-31,2022-01-07,Unknown vaccine (Dose 3),1,10,11,N/A,N/A,N/A,N/A,2,9,11,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Pfizer-BioNTech (Total),14784,4937,19721,30.40,10.15,40.55,48639064,13801,4248,18049,32.16,9.90,42.06,42910887,812,281,1093,18.8,6.5,25.3,4318162,97,19,116,6.91,1.35,8.26,1403906,,,,,,,
2022-01-07,2022-01-14,Pfizer-BioNTech (Dose 1),8913,2743,11656,38.41,11.82,50.23,23206694,8336,2424,10760,42.42,12.34,54.76,19649685,469,125,594,21.2,5.7,26.9,2211445,75,11,86,5.59,0.82,6.41,1341615,,,,,,,
2022-01-07,2022-01-14,Pfizer-BioNTech (Dose 2),3481,1509,4990,17.39,7.54,24.93,20018512,3183,1275,4458,17.81,7.13,24.95,17870304,262,137,399,12.6,6.6,19.2,2082860,10,5,15,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Pfizer-BioNTech (Dose 3),162,58,220,2.98,1.07,4.05,5429759,159,52,211,2.94,0.96,3.90,5404770,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Moderna (Total),8729,1361,10090,51.24,7.99,59.23,17033942,8690,1267,9957,51.16,7.46,58.62,16986424,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Moderna (Dose 1),5235,571,5806,85.60,9.34,94.93,6115853,5213,537,5750,85.58,8.82,94.39,6091621,10,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Moderna (Dose 2),2031,580,2611,24.35,6.95,31.30,8341580,2016,545,2561,24.23,6.55,30.78,8319662,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Moderna (Dose 3),170,27,197,6.50,1.03,7.54,2614027,170,24,194,6.50,0.92,7.42,2614027,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,COVISHIELD/AstraZeneca (Total),2557,792,3349,91.18,28.24,119.42,2804327,2548,708,3256,90.87,25.25,116.12,2804110,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,COVISHIELD/AstraZeneca (Dose 1),1961,510,2471,87.76,22.82,110.58,2234520,1959,476,2435,87.68,21.30,108.98,2234338,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,COVISHIELD/AstraZeneca (Dose 2),94,54,148,16.52,9.49,26.01,568956,90,51,141,15.82,8.96,24.78,568914,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,COVISHIELD/AstraZeneca (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Janssen (Total),8,5,13,N/A,N/A,N/A,N/A,7,5,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Janssen (Dose 1),7,4,11,N/A,N/A,N/A,N/A,7,4,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Janssen (Dose 2),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Janssen (Dose 3),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Unknown vaccine (Total),42,226,268,N/A,N/A,N/A,N/A,37,197,234,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Unknown vaccine (Dose 1),13,53,66,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Unknown vaccine (Dose 2),14,55,69,N/A,N/A,N/A,N/A,13,50,63,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Unknown vaccine (Dose 3),1,10,11,N/A,N/A,N/A,N/A,1,9,10,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-07,2022-01-14,Total,,N for all ages: ,33441,,,,,,N for 18+,31508,,,,,,N for 12-17 years,1113,,,,,,N for 5-11years,116,,,,,,,,,,,
2022-01-14,2022-01-21,Pfizer-BioNTech (Total),15346,5029,20375,30.88,10.12,41.00,49695818,14334,4317,18651,32.70,9.85,42.55,43828877,823,291,1114,18.95,6.70,25.66,4342021,132,22,154,8.69,1.45,10.14,1518177,,,,,,,
2022-01-14,2022-01-21,Pfizer-BioNTech (Dose 1),9224,2768,11992,39.55,11.87,51.41,23324259,8615,2443,11058,43.78,12.41,56.19,19679668,480,128,608,21.66,5.77,27.43,2216540,106,14,120,7.45,0.98,8.43,1423518,,,,,,,
2022-01-14,2022-01-21,Pfizer-BioNTech (Dose 2),3658,1548,5206,18.20,7.70,25.90,20102182,3368,1300,4668,18.80,7.26,26.06,17914708,262,144,406,12.54,6.89,19.44,2088670,10,5,15,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Pfizer-BioNTech (Dose 3),216,74,290,3.44,1.18,4.61,6283889,212,66,278,3.39,1.06,4.45,6245742,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Moderna (Total),9041,1374,10415,48.98,7.44,56.42,18458792,9001,1276,10277,48.95,6.94,55.89,18386587,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Moderna (Dose 1),5367,573,5940,86.45,9.23,95.68,6208006,5345,539,5884,86.65,8.74,95.39,6168660,10,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Moderna (Dose 2),2143,583,2726,25.63,6.97,32.61,8360022,2127,547,2674,25.54,6.57,32.10,8329317,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Moderna (Dose 3),205,34,239,5.12,0.85,5.97,4002684,203,30,233,5.07,0.75,5.82,4000491,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,COVISHIELD/AstraZeneca (Total),2608,796,3404,93.46,28.53,121.98,2790515,2600,710,3310,93.18,25.45,118.63,2790302,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,COVISHIELD/AstraZeneca (Dose 1),2002,513,2515,90.15,23.10,113.25,2220829,2000,478,2478,90.06,21.53,111.59,2220651,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,COVISHIELD/AstraZeneca (Dose 2),100,54,154,17.58,9.49,27.07,568815,97,51,148,17.05,8.97,26.02,568773,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,COVISHIELD/AstraZeneca (Dose 3),0,0,0,0.00,0.00,0.00,812,0,0,0,0,0,0,811,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Janssen (Total),9,6,15,N/A,N/A,N/A,N/A,8,6,14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Janssen (Dose 1),8,5,13,N/A,N/A,N/A,N/A,8,5,13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Janssen (Dose 2),0,1,1,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Janssen (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Unknown vaccine (Total),44,230,274,N/A,N/A,N/A,N/A,39,200,239,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Unknown vaccine (Dose 1),13,53,66,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Unknown vaccine (Dose 2),15,56,71,N/A,N/A,N/A,N/A,14,50,64,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-14,2022-01-21,Unknown vaccine (Dose 3),2,11,13,N/A,N/A,N/A,N/A,2,10,12,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Pfizer-BioNTech (Total),15753,5138,20891,31.11,10.15,41.26,50636031,14705,4412,19117,32.96,9.89,42.85,44609686,835,295,1130,19.12,6.76,25.88,4366254,154,30,184,9.32,1.82,11.13,1652584,,,,,,,
2022-01-21,2022-01-28,Pfizer-BioNTech (Dose 1),9406,2801,12207,40.12,11.95,52.07,23443505,8772,2468,11240,44.50,12.52,57.02,19710924,485,130,615,21.82,5.85,27.67,2222928,124,21,145,8.24,1.40,9.64,1504662,,,,,,,
2022-01-21,2022-01-28,Pfizer-BioNTech (Dose 2),3795,1582,5377,18.79,7.83,26.62,20202276,3500,1333,4833,19.49,7.42,26.92,17954143,267,145,412,12.74,6.92,19.66,2095147,10,4,14,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Pfizer-BioNTech (Dose 3),269,113,382,3.84,1.61,5.45,7008580,264,102,366,3.79,1.47,5.26,6958957,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Moderna (Total),9255,1407,10662,46.19,7.02,53.21,20037701,9215,1309,10524,46.16,6.56,52.71,19964918,12,7,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Moderna (Dose 1),5445,577,6022,87.00,9.22,96.22,6258890,5422,543,5965,87.18,8.73,95.91,6219650,11,1,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Moderna (Dose 2),2236,588,2824,26.67,7.01,33.68,8384839,2221,553,2774,26.59,6.62,33.21,8354078,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Moderna (Dose 3),242,57,299,4.41,1.04,5.45,5486008,242,52,294,4.41,0.95,5.36,5483202,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,COVISHIELD/AstraZeneca (Total),2624,799,3423,94.00,28.62,122.62,2791604,2616,713,3329,93.72,25.54,119.26,2791385,N/A,N/A,N/A,N/A,N/A,N/A,80,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,COVISHIELD/AstraZeneca (Dose 1),2016,513,2529,90.76,23.09,113.85,2221316,2014,478,2492,90.67,21.52,112.19,2221134,N/A,N/A,N/A,N/A,N/A,N/A,65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,COVISHIELD/AstraZeneca (Dose 2),101,56,157,17.74,9.84,27.58,569267,98,53,151,17.22,9.31,26.53,569223,N/A,N/A,N/A,N/A,N/A,N/A,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,COVISHIELD/AstraZeneca (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Janssen (Total),11,6,17,N/A,N/A,N/A,N/A,10,6,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Janssen (Dose 1),10,5,15,N/A,N/A,N/A,N/A,10,5,15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Janssen (Dose 2),0,1,1,N/A,N/A,N/A,N/A,0,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Janssen (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Unknown vaccine (Total),43,232,275,N/A,N/A,N/A,N/A,38,200,238,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Unknown vaccine (Dose 1),13,53,66,N/A,N/A,N/A,N/A,10,44,54,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Unknown vaccine (Dose 2),15,57,72,N/A,N/A,N/A,N/A,14,51,65,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-21,2022-01-28,Unknown vaccine (Dose 3),1,12,13,N/A,N/A,N/A,N/A,1,10,11,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Pfizer-BioNTech (Total),16259,5258,21517,31.52,10.19,41.71,51581051,15098,4502,19600,33.28,9.92,43.21,45364118,909,298,1207,20.71,6.79,27.50,4388689,193,32,225,10.60,1.76,12.36,1820327,,,,,,,
2022-01-28,2022-02-04,Pfizer-BioNTech (Dose 1),9683,2827,12510,41.13,12.01,53.14,23543467,8968,2473,11441,45.43,12.53,57.96,19740698,532,130,662,23.87,5.83,29.70,2228805,160,22,182,10.20,1.40,11.60,1568754,,,,,,,
2022-01-28,2022-02-04,Pfizer-BioNTech (Dose 2),3950,1641,5591,19.39,8.06,27.45,20369712,3633,1389,5022,20.19,7.72,27.91,17991810,289,147,436,13.74,6.99,20.73,2103156,11,5,16,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Pfizer-BioNTech (Dose 3),303,138,441,3.93,1.79,5.72,7707634,298,126,424,3.90,1.65,5.54,7649290,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Moderna (Total),9528,1465,10993,44.84,6.89,51.73,21250811,9485,1339,10824,44.74,6.32,51.06,21199723,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Moderna (Dose 1),5530,580,6110,88.00,9.23,97.23,6283780,5508,540,6048,88.01,8.63,96.63,6258704,10,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Moderna (Dose 2),2345,625,2970,27.94,7.45,35.38,8393802,2326,570,2896,27.79,6.81,34.60,8371003,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Moderna (Dose 3),291,70,361,4.41,1.06,5.48,6591645,291,63,354,4.42,0.96,5.37,6588457,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,COVISHIELD/AstraZeneca (Total),2647,804,3451,94.77,28.79,123.56,2792935,2639,716,3355,94.50,25.64,120.13,2792710,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,COVISHIELD/AstraZeneca (Dose 1),2037,507,2544,91.67,22.82,114.49,2221986,2034,462,2496,91.55,20.79,112.34,2221802,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,COVISHIELD/AstraZeneca (Dose 2),105,65,170,18.43,11.41,29.83,569829,103,71,174,18.08,12.46,30.54,569781,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,COVISHIELD/AstraZeneca (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Janssen (Total),11,7,18,N/A,N/A,N/A,N/A,10,7,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Janssen (Dose 1),10,6,16,N/A,N/A,N/A,N/A,9,3,12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Janssen (Dose 2),1,1,2,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Janssen (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Unknown vaccine (Total),45,245,290,N/A,N/A,N/A,N/A,40,213,253,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Unknown vaccine (Dose 1),13,54,67,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Unknown vaccine (Dose 2),15,59,74,N/A,N/A,N/A,N/A,14,53,67,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-01-28,2022-02-04,Unknown vaccine (Dose 3),3,16,19,N/A,N/A,N/A,N/A,3,14,17,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Pfizer-BioNTech (Total),16734,5337,22071,31.85,10.16,42.01,52540031,15498,4578,20076,33.67,9.94,43.61,46035791,976,299,1275,22.13,6.78,28.91,4410513,200,39,239,9.59,1.87,11.46,2085055,,,,,,,
2022-02-04,2022-02-11,Pfizer-BioNTech (Dose 1),9961,2844,12805,42.18,12.04,54.22,23618140,9198,2497,11695,46.54,12.63,59.17,19765657,572,131,703,25.61,5.86,31.47,2233681,168,27,195,10.41,1.67,12.09,1613317,,,,,,,
2022-02-04,2022-02-11,Pfizer-BioNTech (Dose 2),4101,1657,5758,19.89,8.04,27.92,20621082,3758,1400,5158,20.85,7.77,28.61,18026664,313,147,460,14.82,6.96,21.77,2112622,11,6,17,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Pfizer-BioNTech (Dose 3),329,180,509,3.97,2.17,6.14,8288691,324,164,488,3.94,1.99,5.93,8223678,1,2,3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Moderna (Total),9733,1469,11202,44.24,6.68,50.92,21999131,9693,1367,11060,44.16,6.23,50.39,21947509,11,7,18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Moderna (Dose 1),5616,584,6200,89.05,9.26,98.31,6306690,5594,547,6141,89.05,8.71,97.76,6281546,10,1,11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Moderna (Dose 2),2421,609,3030,28.77,7.24,36.01,8413972,2405,575,2980,28.66,6.85,35.51,8390922,1,6,7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Moderna (Dose 3),320,84,404,4.38,1.15,5.53,7304522,320,77,397,4.38,1.05,5.44,7301126,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,COVISHIELD/AstraZeneca (Total),2662,805,3467,95.27,28.81,124.09,2794037,2654,719,3373,95.00,25.74,120.73,2793807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,COVISHIELD/AstraZeneca (Dose 1),2052,518,2570,92.33,23.31,115.63,2222542,2051,485,2536,92.29,21.82,114.11,2222357,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,COVISHIELD/AstraZeneca (Dose 2),106,59,165,18.59,10.35,28.93,570300,102,61,163,17.89,10.70,28.58,570248,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,COVISHIELD/AstraZeneca (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Janssen (Total),14,8,22,N/A,N/A,N/A,N/A,13,7,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Janssen (Dose 1),12,6,18,N/A,N/A,N/A,N/A,12,4,16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Janssen (Dose 2),1,1,2,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Janssen (Dose 3),0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Unknown vaccine (Total),45,252,297,N/A,N/A,N/A,N/A,40,220,260,N/A,N/A,N/A,N/A,1,1,2,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Unknown vaccine (Dose 1),13,55,68,N/A,N/A,N/A,N/A,10,45,55,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Unknown vaccine (Dose 2),15,58,73,N/A,N/A,N/A,N/A,14,53,67,N/A,N/A,N/A,N/A,1,0,1,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-04,2022-02-11,Unknown vaccine (Dose 3),3,18,21,N/A,N/A,N/A,N/A,3,16,19,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,0,0,0,N/A,N/A,N/A,N/A,,,,,,,
2022-02-11,2022-02-18,Pfizer-BioNTech (Total),17210,5472,22682,32.31,10.27,42.58,53269706,15929,4698,20627,34.25,10.10,44.35,46510062,999,301,1300,22.49,6.77,29.26,4442904,219,43,262,9.49,1.86,11.35,2307627,,,,,,,
2022-02-11,2022-02-18,Pfizer-BioNTech (Dose 1),10234,2858,13092,43.24,12.07,55.31,23669709,9441,2516,11957,47.72,12.72,60.44,19783811,587,132,719,26.23,5.90,32.13,2237576,182,29,211,11.08,1.77,12.84,1642705,,,,,,,
