data-cut-off-date,web-posting-date,aesi-category,aesi,pfizer-events,pfizer-bivalent-events,moderna-events,moderna-bivalent-BA1-events,moderna-bivalent-BA.4/5-events,cov-azc-events,janssen-events,Novavax-events,unspecified-events,total-events,pfizer-rate,moderna-rate,moderna-bivalent-BA1-rate,moderna-bivalent-BA.4/5-rate,cov-azc-rate,Janssen-rate,total-rate
2022-03-25,2022-04-01,Other system,Anaphylaxis*,600,,186,,,29,3,,1,819,1.09,0.81,,,1.04,,1.01
2022-03-25,2022-04-01,Other system,COVID-19*,352,,22,,,2,4,,19,399,0.64,N/A,,,N/A,,0.49
2022-03-25,2022-04-01,Other system,Multisystem inflammatory syndrome,12,,1,,,0,0,,0,13,0.02,N/A,,,N/A,,0.02
2022-03-25,2022-04-01,Other system,Subtotal n (%),964,,209,,,31,7,,20,1231,1.75,0.91,,,1.11,,1.52
2022-03-25,2022-04-01,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-03-25,2022-04-01,Pregnancy outcomes,Spontaneous abortion,59,,13,,,1,0,,0,73,0.11,0.06,,,N/A,,0.09
2022-03-25,2022-04-01,Pregnancy outcomes,Subtotal n (%),64,,13,,,1,0,,0,78,0.12,0.06,,,N/A,,0.10
2022-03-25,2022-04-01,Respiratory system,Acute respiratory distress syndrome,5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-03-25,2022-04-01,Respiratory system,Subtotal n (%),5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-03-25,2022-04-01,"Skin and mucous membrane, bone and joints system",Chilblains,18,,6,,,2,0,,0,26,0.03,N/A,,,N/A,,0.03
2022-03-25,2022-04-01,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),29,,15,,,3,0,,0,47,0.05,0.07,,,N/A,,0.06
2022-03-25,2022-04-01,"Skin and mucous membrane, bone and joints system",Subtotal n (%),47,,21,,,5,0,,0,73,0.09,0.09,,,N/A,,0.09
2022-03-25,2022-04-01,All AESI categories,TOTAL,4111,,1618,,,706,11,,44,6490,7.46,7.06,,,25.24,,8.02
2022-04-01,2022-04-08,Auto-immune diseases,Guillain-Barré Syndrome,57,,28,,,39,0,,1,125,0.10,0.12,,,1.39,,0.15
2022-04-01,2022-04-08,Auto-immune diseases,Thrombocytopenia (low blood platelets),133,,49,,,84,1,,1,268,0.24,0.21,,,3.00,,0.33
2022-04-01,2022-04-08,Auto-immune diseases,Subtotal n (%),190,,77,,,123,1,,2,393,0.34,0.34,,,4.40,,0.48
2022-04-01,2022-04-08,Cardiovascular system,Cardiac arrest,22,,15,,,6,0,,0,43,0.04,0.07,,,N/A,,0.05
2022-04-01,2022-04-08,Cardiovascular system,Cardiac failure,27,,16,,,4,0,,1,48,0.05,0.07,,,N/A,,0.06
2022-04-01,2022-04-08,Cardiovascular system,Myocardial infarction (heart attack),77,,24,,,6,1,,3,111,0.14,0.10,,,N/A,,0.14
2022-04-01,2022-04-08,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1273,,683,,,35,1,,7,1999,2.30,2.98,,,1.25,,2.46
2022-04-01,2022-04-08,Cardiovascular system,Subtotal n (%),1399,,738,,,51,2,,11,2201,2.53,3.21,,,1.82,,2.71
2022-04-01,2022-04-08,Circulatory system,Cerebral venous (sinus) thrombosis,6,,4,,,14,0,,0,24,N/A,N/A,,,0.50,,0.03
2022-04-01,2022-04-08,Circulatory system,Cerebral thrombosis ,4,,3,,,1,0,,0,8,N/A,N/A,,,N/A,,N/A
2022-04-01,2022-04-08,Circulatory system,Cutaneous vasculitis,22,,8,,,8,0,,0,38,0.04,N/A,,,N/A,,0.05
2022-04-01,2022-04-08,Circulatory system,Deep vein thrombosis,166,,69,,,72,0,,0,307,0.30,0.30,,,2.57,,0.38
2022-04-01,2022-04-08,Circulatory system,Embolism,5,,5,,,7,0,,0,17,N/A,N/A,,,N/A,,0.02
2022-04-01,2022-04-08,Circulatory system,Haemorrhage (bleeding),42,,14,,,10,0,,3,69,0.08,0.06,,,N/A,,0.09
2022-04-01,2022-04-08,Circulatory system,Pulmonary embolism,230,,94,,,132,0,,1,457,0.42,0.41,,,4.72,,0.56
2022-04-01,2022-04-08,Circulatory system,Thrombosis (blood clot),157,,42,,,91,0,,3,293,0.28,0.18,,,3.25,,0.36
2022-04-01,2022-04-08,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),30,,13,,,69,0,,0,112,0.05,0.06,,,2.47,,0.14
2022-04-01,2022-04-08,Circulatory system,Subtotal n (%),662,,252,,,404,0,,7,1325,1.20,1.10,,,14.44,,1.63
2022-04-01,2022-04-08,Hepato-gastrointestinal and renal system,Acute kidney injury,36,,20,,,7,0,,0,63,0.07,0.09,,,N/A,,0.08
2022-04-01,2022-04-08,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),12,,5,,,1,0,,0,18,0.02,N/A,,,N/A,,0.02
2022-04-01,2022-04-08,Hepato-gastrointestinal and renal system,Liver injury,24,,11,,,3,0,,0,38,0.04,0.05,,,N/A,,0.05
2022-04-01,2022-04-08,Hepato-gastrointestinal and renal system,Subtotal n (%),72,,36,,,11,0,,0,119,0.13,0.16,,,0.39,,0.15
2022-04-01,2022-04-08,Nerves and central nervous system,Bell's Palsy/facial paralysis*,599,,220,,,55,1,,1,876,1.08,0.96,,,1.97,,1.08
2022-04-01,2022-04-08,Nerves and central nervous system,Cerebrovascular accident (stroke),131,,55,,,36,0,,5,227,0.24,0.24,,,1.29,,0.28
2022-04-01,2022-04-08,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),10,,5,,,0,0,,0,15,0.02,N/A,,,N/A,,0.02
2022-04-01,2022-04-08,Nerves and central nervous system,Subtotal n (%),740,,280,,,91,1,,6,1118,1.34,1.22,,,3.25,,1.38
2022-04-01,2022-04-08,Other system,Anaphylaxis*,606,,186,,,29,3,,1,825,1.10,0.81,,,1.04,,1.02
2022-04-01,2022-04-08,Other system,COVID-19*,359,,24,,,4,5,,20,412,0.65,N/A,,,N/A,,0.51
2022-04-01,2022-04-08,Other system,Multisystem inflammatory syndrome,10,,1,,,0,0,,1,12,0.02,N/A,,,N/A,,0.01
2022-04-01,2022-04-08,Other system,Subtotal n (%),975,,211,,,33,8,,22,1249,1.76,0.92,,,1.18,,1.54
2022-04-01,2022-04-08,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-04-01,2022-04-08,Pregnancy outcomes,Spontaneous abortion,59,,14,,,1,0,,0,74,0.11,0.06,,,N/A,,0.09
2022-04-01,2022-04-08,Pregnancy outcomes,Subtotal n (%),64,,14,,,1,0,,0,79,0.12,0.06,,,N/A,,0.10
2022-04-01,2022-04-08,Respiratory system,Acute respiratory distress syndrome,5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-01,2022-04-08,Respiratory system,Subtotal n (%),5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-01,2022-04-08,"Skin and mucous membrane, bone and joints system",Chilblains,18,,6,,,2,0,,0,26,0.03,N/A,,,N/A,,0.03
2022-04-01,2022-04-08,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),29,,15,,,3,0,,0,47,0.05,0.07,,,N/A,,0.06
2022-04-01,2022-04-08,"Skin and mucous membrane, bone and joints system",Subtotal n (%),47,,21,,,5,0,,0,73,0.09,0.09,,,N/A,,0.09
2022-04-01,2022-04-08,All AESI categories,TOTAL,4154,,1633,,,719,12,,48,6566,7.52,7.11,,,25.70,,8.09
2022-04-08,2022-04-19,Auto-immune diseases,Guillain-Barré Syndrome,57,,28,,,39,0,,1,125,0.10,0.12,,,1.39,,0.15
2022-04-08,2022-04-19,Auto-immune diseases,Thrombocytopenia (low blood platelets),133,,49,,,85,1,,1,269,0.24,0.21,,,3.04,,0.33
2022-04-08,2022-04-19,Auto-immune diseases,Subtotal n (%),190,,77,,,124,1,,2,394,0.34,0.33,,,4.43,,0.48
2022-04-08,2022-04-19,Cardiovascular system,Cardiac arrest,22,,15,,,6,0,,0,43,0.04,0.07,,,N/A,,0.05
2022-04-08,2022-04-19,Cardiovascular system,Cardiac failure,29,,16,,,4,0,,1,50,0.05,0.07,,,N/A,,0.06
2022-04-08,2022-04-19,Cardiovascular system,Myocardial infarction (heart attack),76,,25,,,6,1,,3,111,0.14,0.11,,,N/A,,0.14
2022-04-08,2022-04-19,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1285,,686,,,35,1,,7,2014,2.32,2.98,,,1.25,,2.48
2022-04-08,2022-04-19,Cardiovascular system,Subtotal n (%),1412,,742,,,51,2,,11,2218,2.55,3.23,,,1.82,,2.73
2022-04-08,2022-04-19,Circulatory system,Cerebral venous (sinus) thrombosis,6,,4,,,14,0,,0,24,N/A,N/A,,,0.50,,0.03
2022-04-08,2022-04-19,Circulatory system,Cerebral thrombosis ,4,,4,,,1,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-08,2022-04-19,Circulatory system,Cutaneous vasculitis,22,,8,,,8,0,,0,38,0.04,N/A,,,N/A,,0.05
2022-04-08,2022-04-19,Circulatory system,Deep vein thrombosis,168,,69,,,72,0,,0,309,0.30,0.30,,,2.57,,0.38
2022-04-08,2022-04-19,Circulatory system,Embolism,5,,5,,,7,0,,0,17,N/A,N/A,,,N/A,,0.02
2022-04-08,2022-04-19,Circulatory system,Haemorrhage (bleeding),42,,14,,,10,0,,3,69,0.08,0.06,,,0.36,,0.08
2022-04-08,2022-04-19,Circulatory system,Pulmonary embolism,232,,95,,,132,0,,1,460,0.42,0.41,,,4.72,,0.57
2022-04-08,2022-04-19,Circulatory system,Thrombosis (blood clot),158,,43,,,91,0,,3,295,0.28,0.19,,,3.25,,0.36
2022-04-08,2022-04-19,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),30,,13,,,69,0,,0,112,0.05,0.06,,,2.47,,0.14
2022-04-08,2022-04-19,Circulatory system,Subtotal n (%),667,,255,,,404,0,,7,1333,1.20,1.11,,,14.44,,1.64
2022-04-08,2022-04-19,Hepato-gastrointestinal and renal system,Acute kidney injury,36,,21,,,7,0,,0,64,0.06,0.09,,,N/A,,0.08
2022-04-08,2022-04-19,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),13,,5,,,1,0,,0,19,0.02,N/A,,,N/A,,0.02
2022-04-08,2022-04-19,Hepato-gastrointestinal and renal system,Liver injury,24,,12,,,3,0,,0,39,0.04,0.05,,,N/A,,0.05
2022-04-08,2022-04-19,Hepato-gastrointestinal and renal system,Subtotal n (%),73,,38,,,11,0,,0,122,0.13,0.17,,,0.39,,0.15
2022-04-08,2022-04-19,Nerves and central nervous system,Bell's Palsy/facial paralysis*,599,,220,,,55,1,,1,876,1.08,0.96,,,1.97,,1.08
2022-04-08,2022-04-19,Nerves and central nervous system,Cerebrovascular accident (stroke),131,,55,,,36,0,,5,227,0.24,0.24,,,1.29,,0.28
2022-04-08,2022-04-19,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),10,,5,,,0,0,,0,15,0.02,N/A,,,N/A,,0.02
2022-04-08,2022-04-19,Nerves and central nervous system,Subtotal n (%),740,,280,,,91,1,,6,1118,1.33,1.22,,,3.25,,1.37
2022-04-08,2022-04-19,Other system,Anaphylaxis*,609,,186,,,29,3,,1,828,1.10,0.81,,,1.04,,1.02
2022-04-08,2022-04-19,Other system,COVID-19*,370,,25,,,4,7,,20,426,0.67,0.11,,,N/A,,0.52
2022-04-08,2022-04-19,Other system,Multisystem inflammatory syndrome,9,,1,,,0,0,,1,11,N/A,N/A,,,N/A,,0.01
2022-04-08,2022-04-19,Other system,Subtotal n (%),988,,212,,,33,10,,22,1265,1.78,0.92,,,1.18,,1.56
2022-04-08,2022-04-19,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-04-08,2022-04-19,Pregnancy outcomes,Spontaneous abortion,59,,13,,,1,0,,0,73,0.11,0.06,,,N/A,,0.09
2022-04-08,2022-04-19,Pregnancy outcomes,Subtotal n (%),64,,13,,,1,0,,0,78,0.12,0.06,,,N/A,,0.10
2022-04-08,2022-04-19,Respiratory system,Acute respiratory distress syndrome,5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-08,2022-04-19,Respiratory system,Subtotal n (%),5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-08,2022-04-19,"Skin and mucous membrane, bone and joints system",Chilblains,18,,6,,,2,0,,0,26,0.03,N/A,,,N/A,,0.03
2022-04-08,2022-04-19,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),29,,16,,,3,0,,0,48,0.05,0.07,,,N/A,,0.06
2022-04-08,2022-04-19,"Skin and mucous membrane, bone and joints system",Subtotal n (%),47,,22,,,5,0,,0,74,0.08,0.10,,,N/A,,0.09
2022-04-08,2022-04-19,All AESI categories,TOTAL,4186,,1643,,,720,14,,48,6611,7.55,7.14,,,25.74,,8.13
2022-04-15,2022-04-29,Auto-immune diseases,Guillain-Barré Syndrome,59,,29,,,39,0,,1,128,0.11,0.13,,,1.39,,0.16
2022-04-15,2022-04-29,Auto-immune diseases,Thrombocytopenia (low blood platelets),134,,50,,,85,1,,1,271,0.24,0.22,,,3.02,,0.33
2022-04-15,2022-04-29,Auto-immune diseases,Subtotal n (%),193,,79,,,124,1,,2,399,0.35,0.34,,,4.41,,0.49
2022-04-15,2022-04-29,Cardiovascular system,Cardiac arrest,22,,15,,,6,0,,0,43,0.04,0.06,,,0.21,,0.05
2022-04-15,2022-04-29,Cardiovascular system,Cardiac failure,30,,16,,,4,0,,1,51,0.05,0.07,,,0.14,,0.06
2022-04-15,2022-04-29,Cardiovascular system,Myocardial infarction (heart attack),76,,25,,,6,1,,3,111,0.14,0.11,,,0.21,,0.14
2022-04-15,2022-04-29,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart),1302,,698,,,35,1,,8,2044,2.34,3.02,,,1.24,,2.50
2022-04-15,2022-04-29,Cardiovascular system,Subtotal n (%),1430,,754,,,51,2,,12,2249,2.57,3.27,,,1.81,,2.75
2022-04-15,2022-04-29,Circulatory system,Cerebral venous (sinus) thrombosis,6,,4,,,14,0,,0,24,0.01,0.02,,,0.50,,0.03
2022-04-15,2022-04-29,Circulatory system,Cerebral thrombosis ,5,,4,,,1,0,,0,10,0.01,0.02,,,0.04,,0.01
2022-04-15,2022-04-29,Circulatory system,Cutaneous vasculitis,22,,8,,,8,0,,0,38,0.04,0.03,,,0.28,,0.05
2022-04-15,2022-04-29,Circulatory system,Deep vein thrombosis,168,,70,,,72,0,,0,310,0.30,0.30,,,2.56,,0.38
2022-04-15,2022-04-29,Circulatory system,Embolism,5,,5,,,7,0,,0,17,0.01,0.02,,,0.25,,0.02
2022-04-15,2022-04-29,Circulatory system,Haemorrhage (bleeding),43,,14,,,10,0,,3,70,0.08,0.06,,,0.36,,0.09
2022-04-15,2022-04-29,Circulatory system,Pulmonary embolism,234,,96,,,132,0,,0,462,0.42,0.42,,,4.69,,0.57
2022-04-15,2022-04-29,Circulatory system,Thrombosis (blood clot),159,,43,,,91,0,,3,296,0.29,0.19,,,3.24,,0.36
2022-04-15,2022-04-29,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets),30,,13,,,71,0,,0,114,0.05,0.06,,,2.52,,0.14
2022-04-15,2022-04-29,Circulatory system,Subtotal n (%),672,,257,,,406,0,,6,1341,1.21,1.11,,,14.44,,1.64
2022-04-15,2022-04-29,Hepato-gastrointestinal and renal system,Acute kidney injury,36,,21,,,7,0,,0,64,0.06,0.09,,,0.25,,0.08
2022-04-15,2022-04-29,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),13,,5,,,1,0,,0,19,0.02,0.02,,,0.04,,0.02
2022-04-15,2022-04-29,Hepato-gastrointestinal and renal system,Liver injury,24,,12,,,3,0,,0,39,0.04,0.05,,,0.11,,0.05
2022-04-15,2022-04-29,Hepato-gastrointestinal and renal system,Subtotal n (%),73,,38,,,11,0,,0,122,0.13,0.16,,,0.39,,0.15
2022-04-15,2022-04-29,Nerves and central nervous system,Bell's Palsy/facial paralysis*,599,,221,,,55,1,,1,877,1.08,0.96,,,1.96,,1.07
2022-04-15,2022-04-29,Nerves and central nervous system,Cerebrovascular accident (stroke),131,,54,,,36,0,,6,227,0.24,0.23,,,1.28,,0.28
2022-04-15,2022-04-29,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),10,,5,,,0,0,,0,15,0.02,0.02,,,0.00,,0.02
2022-04-15,2022-04-29,Nerves and central nervous system,Subtotal n (%),740,,280,,,91,1,,7,1119,1.33,1.21,,,3.24,,1.37
2022-04-15,2022-04-29,Other system,Anaphylaxis*,610,,186,,,29,3,,1,829,1.09,0.81,,,1.03,,1.01
2022-04-15,2022-04-29,Other system,COVID-19*,387,,26,,,4,7,,20,444,0.69,0.11,,,0.14,,0.54
2022-04-15,2022-04-29,Other system,Multisystem inflammatory syndrome,9,,1,,,0,0,,2,12,0.02,0.00,,,0.00,,0.01
2022-04-15,2022-04-29,Other system,Subtotal n (%),1006,,213,,,33,10,,23,1285,1.81,0.92,,,1.17,,1.57
2022-04-15,2022-04-29,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,0.01,0.00,,,0.00,,0.01
2022-04-15,2022-04-29,Pregnancy outcomes,Spontaneous abortion,59,,13,,,1,0,,0,73,0.11,0.06,,,0.04,,0.09
2022-04-15,2022-04-29,Pregnancy outcomes,Subtotal n (%),64,,13,,,1,0,,0,78,0.11,0.06,,,0.04,,0.10
2022-04-15,2022-04-29,Respiratory system,Acute respiratory distress syndrome,5,,4,,,0,0,,0,9,0.01,0.02,,,0.00,,0.01
2022-04-15,2022-04-29,Respiratory system,Subtotal n (%),5,,4,,,0,0,,0,9,0.01,0.02,,,0.00,,0.01
2022-04-15,2022-04-29,"Skin and mucous membrane, bone and joints system",Chilblains,18,,6,,,2,0,,0,26,0.03,0.03,,,0.07,,0.03
2022-04-15,2022-04-29,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),28,,16,,,3,0,,0,47,0.05,0.07,,,0.11,,0.06
2022-04-15,2022-04-29,"Skin and mucous membrane, bone and joints system",Subtotal n (%),46,,22,,,5,0,,0,73,0.08,0.10,,,0.18,,0.09
2022-04-15,2022-04-29,All AESI categories,TOTAL,4229,,1660,,,722,14,,50,6675,7.59,7.19,,,25.67,,8.17
2022-04-29,2022-05-13,Auto-immune diseases,Guillain-Barré Syndrome BCD 1-3,8,,5,,,7,0,,0,20,N/A,N/A,,,N/A,,0.02
2022-04-29,2022-05-13,Auto-immune diseases,Guillain-Barré Syndrome BCD 4,53,,24,,,32,0,,1,110,0.09,0.10,,,1.14,,0.13
2022-04-29,2022-05-13,Auto-immune diseases,Thrombocytopenia (low blood platelets) BCD 1-3,93,,31,,,51,1,,1,177,0.16,0.13,,,1.81,,0.21
2022-04-29,2022-05-13,Auto-immune diseases,Thrombocytopenia (low blood platelets) BCD 4,41,,19,,,34,0,,0,94,0.07,0.08,,,1.21,,0.11
2022-04-29,2022-05-13,Auto-immune diseases,Subtotal n (%),195,,79,,,124,1,,2,401,0.35,0.34,,,4.41,,0.48
2022-04-29,2022-05-13,Cardiovascular system,Cardiac arrest,23,,15,,,6,0,,0,44,0.04,0.06,,,N/A,,0.05
2022-04-29,2022-05-13,Cardiovascular system,Cardiac failure,30,,17,,,4,0,,1,52,0.05,0.07,,,N/A,,0.06
2022-04-29,2022-05-13,Cardiovascular system,Myocardial infarction (heart attack),79,,25,,,6,1,,3,114,0.14,0.11,,,N/A,,0.14
2022-04-29,2022-05-13,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart) BCD 1-3,635,,405,,,17,0,,2,1059,1.13,1.73,,,0.60,,1.28
2022-04-29,2022-05-13,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart) BCD 4,685,,306,,,17,2,,6,1016,1.21,1.31,,,0.60,,1.23
2022-04-29,2022-05-13,Cardiovascular system,Subtotal n (%),1452,,768,,,50,3,,12,2285,2.57,3.28,,,1.78,,2.76
2022-04-29,2022-05-13,Circulatory system,Cerebral venous (sinus) thrombosis,7,,4,,,15,0,,0,26,N/A,N/A,,,0.53,,0.03
2022-04-29,2022-05-13,Circulatory system,Cerebral thrombosis ,5,,4,,,1,0,,0,10,N/A,N/A,,,N/A,,0.01
2022-04-29,2022-05-13,Circulatory system,Cutaneous vasculitis,22,,8,,,8,0,,0,38,0.04,N/A,,,N/A,,0.05
2022-04-29,2022-05-13,Circulatory system,Deep vein thrombosis,169,,71,,,73,1,,0,314,0.30,0.30,,,2.60,,0.38
2022-04-29,2022-05-13,Circulatory system,Embolism,5,,5,,,7,0,,0,17,N/A,N/A,,,N/A,,0.02
2022-04-29,2022-05-13,Circulatory system,Haemorrhage (bleeding),44,,14,,,10,0,,3,71,0.08,0.06,,,0.36,,0.09
2022-04-29,2022-05-13,Circulatory system,Pulmonary embolism,237,,96,,,135,1,,1,470,0.42,0.41,,,4.80,,0.57
2022-04-29,2022-05-13,Circulatory system,Thrombosis (blood clot),166,,42,,,90,0,,3,301,0.29,0.18,,,3.20,,0.36
2022-04-29,2022-05-13,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets) BCD 1-3,28,,11,,,63,0,,0,102,0.05,0.02,,,2.24,,0.12
2022-04-29,2022-05-13,Circulatory system,Thrombosis with thrombocytopenia syndrome (blood clot with low platelets) BCD 4,2,,2,,,8,0,,0,12,N/A,N/A,,,N/A,,0.01
2022-04-29,2022-05-13,Circulatory system,Subtotal n (%),685,,257,,,410,2,,7,1361,1.21,1.10,,,14.58,,1.65
2022-04-29,2022-05-13,Hepato-gastrointestinal and renal system,Acute kidney injury,36,,21,,,7,0,,0,64,0.06,0.09,,,N/A,,0.08
2022-04-29,2022-05-13,Hepato-gastrointestinal and renal system,Glomerulonephritis (kidney inflammation) and nephrotic syndrome (kidney disorder),13,,5,,,1,0,,0,19,0.02,N/A,,,N/A,,0.02
2022-04-29,2022-05-13,Hepato-gastrointestinal and renal system,Liver injury,24,,12,,,3,0,,0,39,0.04,0.05,,,N/A,,0.05
2022-04-29,2022-05-13,Hepato-gastrointestinal and renal system,Subtotal n (%),73,,38,,,11,0,,0,122,0.13,0.16,,,0.39,,0.15
2022-04-29,2022-05-13,Nerves and central nervous system,Bell's Palsy/facial paralysis* BCD 1-3,113,,32,,,11,0,,1,157,0.20,0.06,,,0.39,,0.19
2022-04-29,2022-05-13,Nerves and central nervous system,Bell's Palsy/facial paralysis* BCD 4,487,,191,,,44,2,,0,724,0.86,0.34,,,1.56,,0.88
2022-04-29,2022-05-13,Nerves and central nervous system,Cerebrovascular accident (stroke),136,,56,,,36,0,,6,234,0.24,0.24,,,1.28,,0.28
2022-04-29,2022-05-13,Nerves and central nervous system,Transverse myelitis (inflammation of spinal cord),10,,5,,,0,0,,0,15,0.02,N/A,,,N/A,,0.02
2022-04-29,2022-05-13,Nerves and central nervous system,Subtotal n (%),746,,284,,,91,2,,7,1130,1.32,1.21,,,3.24,,1.37
2022-04-29,2022-05-13,Other system,Anaphylaxis*,619,,186,,,29,3,,1,838,1.10,0.79,,,1.03,,1.01
2022-04-29,2022-05-13,Other system,COVID-19*,424,,31,,,4,7,,21,487,0.75,0.13,,,N/A,,0.59
2022-04-29,2022-05-13,Other system,Multisystem inflammatory syndrome,11,,1,,,0,0,,2,14,0.02,N/A,,,N/A,,0.02
2022-04-29,2022-05-13,Other system,Subtotal n (%),1054,,218,,,33,10,,24,1339,1.87,0.93,,,1.17,,1.62
2022-04-29,2022-05-13,Pregnancy outcomes,Fetal growth restriction,5,,0,,,0,0,,0,5,N/A,N/A,,,N/A,,N/A
2022-04-29,2022-05-13,Pregnancy outcomes,Spontaneous abortion,61,,16,,,1,0,,0,78,0.11,0.07,,,N/A,,0.09
2022-04-29,2022-05-13,Pregnancy outcomes,Subtotal n (%),66,,16,,,1,0,,0,83,0.12,0.07,,,N/A,,0.10
2022-04-29,2022-05-13,Respiratory system,Acute respiratory distress syndrome,5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-29,2022-05-13,Respiratory system,Subtotal n (%),5,,4,,,0,0,,0,9,N/A,N/A,,,N/A,,N/A
2022-04-29,2022-05-13,"Skin and mucous membrane, bone and joints system",Chilblains,20,,6,,,2,0,,0,28,0.04,N/A,,,N/A,,0.03
2022-04-29,2022-05-13,"Skin and mucous membrane, bone and joints system",Erythema multiforme (immune skin reaction),28,,17,,,3,0,,0,48,0.05,0.07,,,N/A,,0.06
2022-04-29,2022-05-13,"Skin and mucous membrane, bone and joints system",Subtotal n (%),48,,23,,,5,0,,0,76,0.09,0.10,,,N/A,,0.09
2022-04-29,2022-05-13,All AESI categories,TOTAL,4324,,1687,,,725,18,,52,6806,7.67,7.21,,,25.78,,8.23
2022-05-13,2022-05-30,Auto-immune diseases,Guillain-Barré Syndrome BCD 1-3,8,,5,,,7,0,,0,20,N/A,N/A,,,N/A,,0.02
2022-05-13,2022-05-30,Auto-immune diseases,Guillain-Barré Syndrome BCD 4,52,,25,,,32,0,,1,110,0.09,0.11,,,1.14,,0.13
2022-05-13,2022-05-30,Auto-immune diseases,Thrombocytopenia (low blood platelets) BCD 1-3,94,,31,,,51,1,,1,178,0.16,0.13,,,1.81,,0.21
2022-05-13,2022-05-30,Auto-immune diseases,Thrombocytopenia (low blood platelets) BCD 4,41,,18,,,34,0,,0,93,0.07,0.08,,,1.21,,0.11
2022-05-13,2022-05-30,Auto-immune diseases,Subtotal n (%),195,,79,,,124,1,,2,401,0.34,0.33,,,4.41,,0.48
2022-05-13,2022-05-30,Cardiovascular system,Cardiac arrest,23,,15,,,6,0,,0,44,0.04,0.06,,,N/A,,0.05
2022-05-13,2022-05-30,Cardiovascular system,Cardiac failure,29,,18,,,4,0,,1,52,0.05,0.08,,,N/A,,0.06
2022-05-13,2022-05-30,Cardiovascular system,Myocardial infarction (heart attack),80,,25,,,6,1,,3,115,0.14,0.11,,,N/A,,0.14
2022-05-13,2022-05-30,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart) BCD 1-3,639,,405,,,15,0,,2,1061,1.12,1.71,,,0.53,,1.27
2022-05-13,2022-05-30,Cardiovascular system,Myocarditis/Pericarditis (inflammation of the heart muscle and lining around the heart) BCD 4,692,,309,,,17,1,,6,1025,1.21,1.30,,,0.60,,1.23
2022-05-13,2022-05-30,Cardiovascular system,Subtotal n (%),1463,,772,,,48,2,,12,2297,2.57,3.26,,,1.71,,2.75
2022-05-13,2022-05-30,Circulatory system,Cerebral venous (sinus) thrombosis,7,,4,,,15,0,,0,26,N/A,N/A,,,0.53,,0.03
2022-05-13,2022-05-30,Circulatory system,Cerebral thrombosis ,5,,4,,,1,0,,0,10,N/A,N/A,,,N/A,,0.01
2022-05-13,2022-05-30,Circulatory system,Cutaneous vasculitis,22,,9,,,8,0,,0,39,0.04,N/A,,,N/A,,0.05
2022-05-13,2022-05-30,Circulatory system,Deep vein thrombosis,170,,74,,,73,1,,0,318,0.30,0.31,,,2.60,,0.38
2022-05-13,2022-05-30,Circulatory system,Embolism,5,,5,,,7,0,,0,17,N/A,N/A,,,N/A,,0.02
